ligand;target;endogenous;ligand_species;target_species;pubmed_id;action
tretinoin;RAR-related orphan receptor-β;t;;Human;12958591;Antagonist
tretinoin;RAR-related orphan receptor-β;t;;Human;12958591;Antagonist
25-hydroxycholesterol;RAR-related orphan receptor-γ;t;;Human;20203100;Agonist
cintirorgon;RAR-related orphan receptor-γ;f;;Human;;Agonist
cintirorgon;RAR-related orphan receptor-γ;f;;Human;;Agonist
compound 32 [PMID: 31638797];RAR-related orphan receptor-γ;f;;Human;;Inverse agonist
compound 32 [PMID: 31638797];RAR-related orphan receptor-γ;f;;Human;31638797;Inverse agonist
GNE-3500;RAR-related orphan receptor-γ;f;;Human;26061388;Inverse agonist
GSK2981278;RAR-related orphan receptor-γ;f;;Human;26870941;Inverse agonist
MRL-871;RAR-related orphan receptor-γ;f;;Human;26048793;Inverse agonist
RORC2 inverse agonist 66 [PMID: 30130103];RAR-related orphan receptor-γ;f;;Human;;Inverse agonist
RORC2 inverse agonist 66 [PMID: 30130103];RAR-related orphan receptor-γ;f;;Human;30130103;Inverse agonist
SR1001;RAR-related orphan receptor-γ;f;;Human;21499262;Inverse agonist
SR1555;RAR-related orphan receptor-γ;f;;Human;22769242;Inverse agonist
SR2211;RAR-related orphan receptor-γ;f;;Human;22292739;Inverse agonist
T0901317;RAR-related orphan receptor-γ;f;;Human;19887649;Inverse agonist
TAK-828F;RAR-related orphan receptor-γ;f;;Human;29510038;Inverse agonist
XY101;RAR-related orphan receptor-γ;f;;Human;30964293;Inverse agonist
XY101;RAR-related orphan receptor-γ;f;;Human;30964293;Inverse agonist
XY101;RAR-related orphan receptor-γ;f;;Human;30964293;Inverse agonist
compound 25 [Zhang et al., 2020];RAR-related orphan receptor-γ;f;;Human;32071676;Negative
ALRT 1550;RAR-related orphan receptor-γ;f;;Human;12958591;Antagonist
CID16197121;Ras converting CAAX endopeptidase 1;f;;Human;;Inhibition
compound 3 [PMID: 17942791];Ras converting CAAX endopeptidase 1;f;;Human;17942791;Inhibition
RasGRP activator 1;RAS guanyl releasing protein 1;f;;Human;24794745;Binding
Ala(1-naph)-Pro-CN;RB binding protein 9, serine hydrolase;f;;Human;24997602;Inhibition
RANK ligand;receptor activator of NF-kappa B;t;Human;Human;;None
6E11;receptor interacting serine/threonine kinase 1;f;;Human;29018243;Inhibition
compound 21 [PMID: 24900635];receptor interacting serine/threonine kinase 1;f;;Human;24900635;Inhibition
compound 27 [PMID: 24900635];receptor interacting serine/threonine kinase 1;f;;Human;24900635;Inhibition
example 42 [WO2017136727A2];receptor interacting serine/threonine kinase 1;f;;Human;;Inhibition
GSK2982772;receptor interacting serine/threonine kinase 1;f;;Human;28151659;Inhibition
GSK'547;receptor interacting serine/threonine kinase 1;f;;Human;;Inhibition
GSK963;receptor interacting serine/threonine kinase 1;f;;Human;27551444;Inhibition
necrostatin-1;receptor interacting serine/threonine kinase 1;f;;Human;18408713;Inhibition
necrostatin-1s;receptor interacting serine/threonine kinase 1;f;;Human;9736715;Inhibition
PN10;receptor interacting serine/threonine kinase 1;f;;Human;25801024;Inhibition
ponatinib;receptor interacting serine/threonine kinase 1;f;;Human;25801024;Inhibition
RIPA-56;receptor interacting serine/threonine kinase 1;f;;Human;27992216;Inhibition
RIPK1 inhibitor 22b;receptor interacting serine/threonine kinase 1;f;;Human;30480444;Inhibition
RIPK1 inhibitor 22b;receptor interacting serine/threonine kinase 1;f;;Human;30480444;Inhibition
RIPK3 inhibitor 18;receptor interacting serine/threonine kinase 1;f;;Human;;Inhibition
RIPK3 inhibitor 42;receptor interacting serine/threonine kinase 1;f;;Human;31095385;Inhibition
SZM594;receptor interacting serine/threonine kinase 1;f;;Human;30825190;Inhibition
TAK-632;receptor interacting serine/threonine kinase 1;f;;Human;30825190;Inhibition
AS3334034;receptor interacting serine/threonine kinase 2;f;;Rat;32561685;Inhibition
GSK583;receptor interacting serine/threonine kinase 2;f;;Human;27109867;Inhibition
GSK583;receptor interacting serine/threonine kinase 2;f;;Rat;27109867;Inhibition
OD36;receptor interacting serine/threonine kinase 2;f;;Human;25213858;Inhibition
PN10;receptor interacting serine/threonine kinase 2;f;;Human;25801024;Inhibition
ponatinib;receptor interacting serine/threonine kinase 2;f;;Human;25801024;Inhibition
RIPK2 inhibitor 5;receptor interacting serine/threonine kinase 2;f;;Rat;31265286;Inhibition
RIPK2 inhibitor 5;receptor interacting serine/threonine kinase 2;f;;Human;31265286;Inhibition
RIPK2 inhibitor 8;receptor interacting serine/threonine kinase 2;f;;Human;29057049;Inhibition
Src kinase inhibitor I;receptor interacting serine/threonine kinase 2;f;;Human;17850214;Inhibition
ZAK inhibitor 6p;receptor interacting serine/threonine kinase 2;f;;Human;31244114;Inhibition
ponatinib;receptor interacting serine/threonine kinase 3;f;;Human;25801024;Inhibition
RIPK1 inhibitor 22b;receptor interacting serine/threonine kinase 3;f;;Human;30480444;Inhibition
RIPK3 inhibitor 18;receptor interacting serine/threonine kinase 3;f;;Human;;Inhibition
RIPK3 inhibitor 42;receptor interacting serine/threonine kinase 3;f;;Human;31095385;Inhibition
SZM594;receptor interacting serine/threonine kinase 3;f;;Human;30825190;Inhibition
TAK-632;receptor interacting serine/threonine kinase 3;f;;Human;30825190;Inhibition
compound 9 [PMID: 15615544];Reduced folate transporter 1;f;;Human;15615544;Inhibition
methotrexate;Reduced folate transporter 1;f;;Human;15615544;Inhibition
[3H]folic acid;Reduced folate transporter 1;f;;Human;9525913;None
[3H]methotrexate;Reduced folate transporter 1;f;;Human;9525913;None
(4Z)-1-(3-fluorophenyl)-4-(2-oxo-1H-indol-3-ylidene)pyrazolidine-3,5-dione;regulator of G-protein signaling 4;f;;Human;24041654;Inhibition
(5E)-1-(4-fluorophenyl)-5-[(5-methylthiophen-2-yl)methylidene]-2-sulfanylidene-1,3-diazinane-4,6-dione;regulator of G-protein signaling 4;f;;Human;24041654;Inhibition
5nd;regulator of G-protein signaling 4;f;;Rat;19463173;Inhibition
(5Z)-1-(2-fluorophenyl)-2-sulfanylidene-5-(thiophen-2-ylmethylidene)-1,3-diazinane-4,6-dione;regulator of G-protein signaling 4;f;;Human;24041654;Inhibition
(5Z)-5-[(5-bromothiophen-2-yl)methylidene]-1-methyl-2-sulfanylidene-1,3-diazinane-4,6-dione;regulator of G-protein signaling 4;f;;Human;24041654;Inhibition
CCG-4986;regulator of G-protein signaling 4;f;;Human;17012620|20530129|17660054;Inhibition
CCG-50014;regulator of G-protein signaling 4;f;;Human;21329361|22368763;Inhibition
CCG-63802;regulator of G-protein signaling 4;f;;Human;20571077;Inhibition
CCG-63808;regulator of G-protein signaling 4;f;;Human;20571077;Inhibition
RGS4 inhibitor 11b;regulator of G-protein signaling 4;f;;Human;22368763;Inhibition
RGS4 inhibitor 13;regulator of G-protein signaling 4;f;;Human;22368763;Inhibition
YJ34;regulator of G-protein signaling 4;f;;Rat;15009535|16629824;Inhibition
CCG-50014;regulator of G-protein signaling 8;f;;Human;21329361|22368763;Inhibition
RGS4 inhibitor 11b;regulator of G-protein signaling 8;f;;Human;22368763;Inhibition
RGS4 inhibitor 13;regulator of G-protein signaling 8;f;;Human;22368763;Inhibition
aliskiren;renin;f;;Human;18307734;Inhibition
elezanumab;repulsive guidance molecule BMP co-receptor a;f;;Human;;Binding
ozanezumab;reticulon 4;f;;Human;;Binding
adapalene;Retinoic acid receptor-α;f;;Human;8544175;Agonist
AGN193836;Retinoic acid receptor-α;f;;Human;12372520;Agonist
alitretinoin;Retinoic acid receptor-α;f;;Human;3184125|7791761;Agonist
BMS753;Retinoic acid receptor-α;f;;Human;10421757;Agonist
CD666;Retinoic acid receptor-α;f;;Human;1323296;Agonist
Ro 40-6055;Retinoic acid receptor-α;f;;Human;19058965;Agonist
Ro 40-6055;Retinoic acid receptor-α;f;;Human;1656191;Agonist
tamibarotene;Retinoic acid receptor-α;f;;Human;3184125|7791761|10637371;Agonist
tamibarotene;Retinoic acid receptor-α;f;;Human;20925433;Agonist
tazarotene;Retinoic acid receptor-α;f;;Human;19058965;Agonist
tretinoin;Retinoic acid receptor-α;f;;Human;19058965;Agonist
tretinoin;Retinoic acid receptor-α;t;;Human;8380496|8264595|10964567|7791761|10637371;Agonist
trifarotene;Retinoic acid receptor-α;f;;Human;29706423;Agonist
TTNPB;Retinoic acid receptor-α;f;;Human;8264595|10964567|7791761|10637371;Agonist
[3H]9-cis-retinoic acid;Retinoic acid receptor-α;f;;Mouse;8380496;Full agonist
BMS614;Retinoic acid receptor-α;f;;Human;10882070|10421757|11805839;Antagonist
Ro 41-5253;Retinoic acid receptor-α;f;;Human;8264595|1323127;Antagonist
AGN193109;Retinoic acid receptor-α;f;;Human;8798442|10777502|10637371;Inverse agonist
BMS493;Retinoic acid receptor-α;f;;Human;11805839;Inverse agonist
adapalene;Retinoic acid receptor-β;f;;Human;8544175;Agonist
alitretinoin;Retinoic acid receptor-β;f;;Human;10964567|7791761;Agonist
BMS641;Retinoic acid receptor-β;f;;Human;15319780;Agonist
CD666;Retinoic acid receptor-β;f;;Human;1323296;Agonist
Ro 40-6055;Retinoic acid receptor-β;f;;Human;19058965;Agonist
tamibarotene;Retinoic acid receptor-β;f;;Human;20925433;Agonist
tazarotene;Retinoic acid receptor-β;f;;Human;19058965;Agonist
tretinoin;Retinoic acid receptor-β;t;;Human;8264595|10964567|7791761|10637371;Agonist
tretinoin;Retinoic acid receptor-β;f;;Human;19058965;Agonist
trifarotene;Retinoic acid receptor-β;f;;Human;29706423;Agonist
TTNPB;Retinoic acid receptor-β;f;;Human;8264595|10964567|7791761|10637371;Agonist
AC261066;Retinoic acid receptor-β;f;;Human;16302793;Full agonist
AC55649;Retinoic acid receptor-β;f;;Human;16302793|19239230;Full agonist
[3H]9-cis-retinoic acid;Retinoic acid receptor-β;f;;Mouse;8380496;Full agonist
AGN193109;Retinoic acid receptor-β;f;;Human;8798442|10777502|10637371;Inverse agonist
BMS493;Retinoic acid receptor-β;f;;Human;11805839;Inverse agonist
adapalene;Retinoic acid receptor-γ;f;;Human;8544175;Agonist
AHPN;Retinoic acid receptor-γ;f;;Human;8544175;Agonist
alitretinoin;Retinoic acid receptor-γ;f;;Human;10964567|7791761;Agonist
BMS270394;Retinoic acid receptor-γ;f;;Human;10964567|10841540;Agonist
CD666;Retinoic acid receptor-γ;f;;Human;1323296;Agonist
palovarotene;Retinoic acid receptor-γ;f;;Human;;Agonist
Ro 40-6055;Retinoic acid receptor-γ;f;;Human;19058965;Agonist
tamibarotene;Retinoic acid receptor-γ;f;;Human;20925433;Agonist
tazarotene;Retinoic acid receptor-γ;f;;Human;19058965;Agonist
tretinoin;Retinoic acid receptor-γ;f;;Human;19058965;Agonist
tretinoin;Retinoic acid receptor-γ;t;;Human;8380496|8264595|10964567|7791761|10637371;Agonist
trifarotene;Retinoic acid receptor-γ;f;;Human;29706423;Agonist
TTNPB;Retinoic acid receptor-γ;f;;Human;8264595|10964567;Agonist
[3H]9-cis-retinoic acid;Retinoic acid receptor-γ;f;;Mouse;8380496;Full agonist
AGN193109;Retinoic acid receptor-γ;f;;Human;8798442|10777502|10637371;Antagonist
BMS493;Retinoic acid receptor-γ;f;;Human;11805839;Antagonist
CD2665;Retinoic acid receptor-γ;f;;Human;9187263;Antagonist
MM 11253;Retinoic acid receptor-γ;f;;Human;10723137;Antagonist
AGN194204;Retinoid X receptor-α;f;;Human;11428923;Agonist
alitretinoin;Retinoid X receptor-α;t;;Human;8380496|7791761|1310260|8837780|1309942|1312497;Agonist
bexarotene;Retinoid X receptor-α;f;;Human;10637371|10052980|8071941;Agonist
CD3254;Retinoid X receptor-α;f;;None;11805839;Agonist
compound 28 [Heitel et al., 2019];Retinoid X receptor-α;f;;Human;30783504;Agonist
compound 28 [Heitel et al., 2019];Retinoid X receptor-α;f;;Human;30783504;Agonist
docosahexaenoic acid;Retinoid X receptor-α;t;;Mouse;10529898|11690641;Agonist
fluorobexarotene;Retinoid X receptor-α;f;;Human;19791803;Agonist
fluorobexarotene;Retinoid X receptor-α;f;;Human;19791803;Agonist
LG100268;Retinoid X receptor-α;f;;Human;10637371|8837780|8308867;Agonist
methoprene acid;Retinoid X receptor-α;f;;Human;7597096;Agonist
phytanic acid;Retinoid X receptor-α;f;;Mouse;11690641|8617282;Agonist
SR11237;Retinoid X receptor-α;f;;Unknown;1335166;Agonist
[3H]9-cis-retinoic acid;Retinoid X receptor-α;f;;Mouse;8380496;Full agonist
HX 531;Retinoid X receptor-α;f;;Human;17651969;Antagonist
K-80003;Retinoid X receptor-α;f;;Human;20541701;Antagonist
LG100754;Retinoid X receptor-α;f;;Human;11463859;Antagonist
PA451;Retinoid X receptor-α;f;;Human;12139443;Antagonist
PA452;Retinoid X receptor-α;f;;Human;24900278;Antagonist
sulindac;Retinoid X receptor-α;f;;Human;20541701;Antagonist
UVI3003;Retinoid X receptor-α;f;;Mouse;15528208;Antagonist
AGN194204;Retinoid X receptor-β;f;;Mouse;11428923;Agonist
alitretinoin;Retinoid X receptor-β;t;;None;8380496|7791761|1310260|8837780|1309942|1312497;Agonist
bexarotene;Retinoid X receptor-β;f;;Human;10637371|10052980|8071941;Agonist
compound 28 [Heitel et al., 2019];Retinoid X receptor-β;f;;Human;30783504;Agonist
LG100268;Retinoid X receptor-β;f;;None;10637371|8837780|8308867;Agonist
[3H]9-cis-retinoic acid;Retinoid X receptor-β;f;;Mouse;8380496;Full agonist
LG100754;Retinoid X receptor-β;f;;Human;11463859|11877384|8837780;Antagonist
UVI3003;Retinoid X receptor-β;f;;Human;19408900;Antagonist
AGN194204;Retinoid X receptor-γ;f;;None;11428923;Agonist
alitretinoin;Retinoid X receptor-γ;t;;Human;8380496|7791761|1310260|8837780|1309942|1312497;Agonist
bexarotene;Retinoid X receptor-γ;f;;Human;10637371|10052980|8071941;Agonist
compound 28 [Heitel et al., 2019];Retinoid X receptor-γ;f;;Human;30783504;Agonist
LG100268;Retinoid X receptor-γ;f;;None;10637371|8837780|8308867;Agonist
[3H]9-cis-retinoic acid;Retinoid X receptor-γ;f;;Mouse;8380496;Full agonist
LG100754;Retinoid X receptor-γ;f;;None;8837780;Antagonist
A1120;retinol binding protein 4;f;;Human;24835984;Inhibition
AST-487;ret proto-oncogene;f;;Human;17638907;Inhibition
cabozantinib;ret proto-oncogene;f;;Human;29657135;Inhibition
CEP-11981;ret proto-oncogene;f;;Human;22148921;Inhibition
compound 1d [PMID: 21493067];ret proto-oncogene;f;;Human;21493067;Inhibition
compound 8h [PMID: 21561767];ret proto-oncogene;f;;Human;21561767;Inhibition
gilteritinib;ret proto-oncogene;f;;Human;27908881;Inhibition
KBP-7018;ret proto-oncogene;f;;Human;29152045;Inhibition
linifanib;ret proto-oncogene;f;;Human;16648571;Inhibition
lucitanib;ret proto-oncogene;f;;Human;22304225;Inhibition
ponatinib;ret proto-oncogene;f;;Human;23811235;Inhibition
pralsetinib;ret proto-oncogene;f;;Human;29657135;Inhibition
quizartinib;ret proto-oncogene;f;;Human;19754199;Inhibition
RG-1530;ret proto-oncogene;f;;Human;20814247;Inhibition
rivoceranib;ret proto-oncogene;f;;Human;21443688;Inhibition
selpercatinib;ret proto-oncogene;f;;Human;;Inhibition
sorafenib;ret proto-oncogene;f;;Human;23279183;Inhibition
sunitinib;ret proto-oncogene;f;;Human;23279183;Inhibition
tafetinib;ret proto-oncogene;f;;Human;21638122;Inhibition
tamatinib;ret proto-oncogene;f;;Human;19107952;Inhibition
vandetanib;ret proto-oncogene;f;;Human;29657135;Inhibition
vandetanib;ret proto-oncogene;f;;Human;12499271;Inhibition
vandetanib;ret proto-oncogene;f;;Human;22037378;Inhibition
WF-47-JS03;ret proto-oncogene;f;;Human;;Inhibition
WF-47-JS03;ret proto-oncogene;f;;Human;;Inhibition
GSK4112;Rev-Erb-α;f;;Human;20677822;Agonist
GSK4112;Rev-Erb-α;f;;Human;21043485;Agonist
heme;Rev-Erb-α;t;;Human;18037887|18006707;Agonist
SR9009;Rev-Erb-α;f;;Human;22460951;Agonist
SR9011;Rev-Erb-α;f;;Human;22460951;Agonist
SR8278;Rev-Erb-α;f;;Human;21043485;Antagonist
SR8278;Rev-Erb-α;f;;Human;21043485;Antagonist
heme;Rev-Erb-β;t;;Human;18037887|18006707|24872411;Agonist
SR9009;Rev-Erb-β;f;;Human;22460951;Agonist
SR9011;Rev-Erb-β;f;;Human;22460951;Agonist
cobalt protoporphyrin IX;Rev-Erb-β;f;;Human;24872411;Antagonist
zinc protoporphyrin IX;Rev-Erb-β;f;;Human;24872411;Antagonist
belumosudil;Rho associated coiled-coil containing protein kinase 1;f;;Human;18832915;Inhibition
compound 22 [PMID: 20462760];Rho associated coiled-coil containing protein kinase 1;f;;Human;20462760;Inhibition
compound 33 [PMID: 19364658];Rho associated coiled-coil containing protein kinase 1;f;;Human;19364658;Inhibition
compound 35 [PMID: 20684608];Rho associated coiled-coil containing protein kinase 1;f;;Human;20684608;Inhibition
compound 8 [PMID: 25898023];Rho associated coiled-coil containing protein kinase 1;f;;Human;25898023;Inhibition
compound E22 [PMID: 31298542];Rho associated coiled-coil containing protein kinase 1;f;;Human;31298542;Inhibition
cortistatin A;Rho associated coiled-coil containing protein kinase 1;f;;Human;19844931;Inhibition
fasudil;Rho associated coiled-coil containing protein kinase 1;f;;Human;21145740;Inhibition
fasudil;Rho associated coiled-coil containing protein kinase 1;f;;Human;21145740|19597037;Inhibition
GSK269962A;Rho associated coiled-coil containing protein kinase 1;f;;Human;17018693;Inhibition
GSK429286A;Rho associated coiled-coil containing protein kinase 1;f;;Human;17201405;Inhibition
HSD1590;Rho associated coiled-coil containing protein kinase 1;f;;Human;31330446;Inhibition
HSD1590;Rho associated coiled-coil containing protein kinase 1;f;;Human;31330446;Inhibition
netarsudil;Rho associated coiled-coil containing protein kinase 1;f;;Human;31330446;Inhibition
ripasudil;Rho associated coiled-coil containing protein kinase 1;f;;Human;24502505;Inhibition
RKI-1447;Rho associated coiled-coil containing protein kinase 1;f;;Human;23275831;Inhibition
ROCK inhibitor 3;Rho associated coiled-coil containing protein kinase 1;f;;Human;30753868;Inhibition
SAR407899;Rho associated coiled-coil containing protein kinase 1;f;;Human;19597037;Inhibition
verosudil;Rho associated coiled-coil containing protein kinase 1;f;;Human;21794845;Inhibition
Y27632;Rho associated coiled-coil containing protein kinase 1;f;;Human;9353125;Inhibition
Y27632;Rho associated coiled-coil containing protein kinase 1;f;;Human;20462760|19597037;Inhibition
belumosudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;18832915;Inhibition
compound 11d [DOI: 10.1039/c0md00194e];Rho associated coiled-coil containing protein kinase 2;f;;Human;;Inhibition
compound 18 [PMID: 24119557];Rho associated coiled-coil containing protein kinase 2;f;;Human;24119557;Inhibition
compound 22 [PMID: 20462760];Rho associated coiled-coil containing protein kinase 2;f;;Human;20462760;Inhibition
compound 32 [PMID: 20471253];Rho associated coiled-coil containing protein kinase 2;f;;Human;20471253;Inhibition
compound 35 [PMID: 20684608];Rho associated coiled-coil containing protein kinase 2;f;;Human;20684608;Inhibition
compound 8 [PMID: 25898023];Rho associated coiled-coil containing protein kinase 2;f;;Human;25898023;Inhibition
cortistatin A;Rho associated coiled-coil containing protein kinase 2;f;;Human;19844931;Inhibition
fasudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;21145740|19597037;Inhibition
fasudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;19597037;Inhibition
GSK269962A;Rho associated coiled-coil containing protein kinase 2;f;;Human;17018693;Inhibition
HSD1590;Rho associated coiled-coil containing protein kinase 2;f;;Human;31330446;Inhibition
HSD1590;Rho associated coiled-coil containing protein kinase 2;f;;Human;31330446;Inhibition
netarsudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;27072905;Inhibition
netarsudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;31330446;Inhibition
Rho kinase inhibitor IV;Rho associated coiled-coil containing protein kinase 2;f;;Human;16213195;Inhibition
ripasudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;24502505;Inhibition
RKI-1447;Rho associated coiled-coil containing protein kinase 2;f;;Human;23275831;Inhibition
ROCK inhibitor 3;Rho associated coiled-coil containing protein kinase 2;f;;Human;30753868;Inhibition
SAR407899;Rho associated coiled-coil containing protein kinase 2;f;;Human;19597037;Inhibition
SAR407899;Rho associated coiled-coil containing protein kinase 2;f;;Rat;19597037;Inhibition
SAR407899;Rho associated coiled-coil containing protein kinase 2;f;;Human;19597037;Inhibition
verosudil;Rho associated coiled-coil containing protein kinase 2;f;;Human;21794845;Inhibition
Y27632;Rho associated coiled-coil containing protein kinase 2;f;;Human;9353125|19597037;Inhibition
Y27632;Rho associated coiled-coil containing protein kinase 2;f;;Human;20462760|19597037;Inhibition
