interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,approved_drug,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
18991,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,NADA,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
18992,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,ruthenium red,,,,,f,Channel blocker,None,,Non-selective,f,,,pIC50,,,,IC50,,,,,,,,
18993,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,SB366791,,,,,f,Channel blocker,None,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,14654105
18994,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,[3H]A778317,,,,,f,Channel blocker,None,,Non-selective,f,f,,pKd,,,,Kd,,,,=,,,,17660385
18995,TRPV1,,TRPV1,Q8NER1,ENSG00000196689,,,,,,,Human,AZD1386,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,
18996,TRPV2,,Trpv2,Q9WUD2,ENSRNOG00000003104,,,,,,,Rat,cannabidiol,,,,,t,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,18550765
18997,TRPV2,,TRPV2,Q9Y5S1,ENSG00000187688,,,,,,,Human,cannabidiol,,,,,t,Activator,Activation,,Non-selective,f,,,pEC50,,,,EC50,,,,=,,,,18550765
18998,TRPV2,,Trpv2,Q9WUD2,ENSRNOG00000003104,,,,,,,Rat,cannabinol,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,18550765
18999,TRPV2,,Trpv2,Q9WUD2,ENSRNOG00000003104,,,,,,,Rat,Δ9-tetrahydrocannabinol,,,,,t,Activator,Activation,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,,,,18550765
19000,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,lysophosphatidylcholine,,,,,f,Activator,Activation,,Not Determined,f,,1,-,,,,-,,,,=,,,,21147993|19321128
19001,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,lysophosphatidylinositol,,,,,f,Activator,Activation,,Not Determined,f,,1,-,,,,-,,,,=,,,,19321128
19002,TRPV2,,Trpv2,Q9WUD2,ENSRNOG00000003104,,,,,,,Rat,probenecid,,,,,t,Activator,Activation,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,,,,17850966
19003,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,2-APB,,,,,f,Activator,Agonist,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,,,,15194687|17673572
19004,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,diphenylboronic anhydride,,,,,f,Activator,Agonist,,Non-selective,f,f,100,-,,,,-,,,,=,,,,15722340|17673572
19005,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,insulin-like growth factor 1,,Igf1,Mouse,,f,Activator,Agonist,,Not Determined,f,f,0.002,-,,,,-,,,,=,,,,10559903
19006,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,neuropeptide head activator,,,,,f,Activator,Agonist,,Not Determined,f,f,0.002,-,,,,-,,,,=,,,,11707512
19007,TRPV2,,Trpv2,Q9WUD2,ENSRNOG00000003104,,,,,,,Rat,2-APB,,,,,f,Activator,None,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,,,,17395593|18550765
19008,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,ruthenium red,,,,,f,Channel blocker,Antagonist,,,f,,,pIC50,,,,,,,,,,,,10201375
19009,TRPV2,,Trpv2,Q9WUD2,ENSRNOG00000003104,,,,,,,Rat,citral,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,500,-,,,,-,,,,=,,,,18461159
19010,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,fampridine,,,,,t,Channel blocker,Inhibition,,Not Determined,f,,5000,-,,,,-,,,,=,,,,17673572
19011,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,tetraethylammonium,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,10000,-,,,,-,,,,=,,,,17673572
19012,TRPV2,,Trpv2,Q9WTR1,ENSMUSG00000018507,,,,,,,Mouse,TRIM,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,500,-,,,,-,,,,=,,,,17673572
19013,TRPV2,,TRPV2,Q9Y5S1,ENSG00000187688,,,,,,,Human,amiloride,,,,,t,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19014,TRPV2,,TRPV2,Q9Y5S1,ENSG00000187688,,,,,,,Human,La3+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19015,TRPV2,,TRPV2,Q9Y5S1,ENSG00000187688,,,,,,,Human,ruthenium red,,,,,f,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
19016,TRPV2,,TRPV2,Q9Y5S1,ENSG00000187688,,,,,,,Human,SKF96365,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19017,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,6-tert-butyl-m-cresol,,,,,f,Activator,Activation,,Selective,f,f,,pEC50,,,,EC50,,,,=,Two-electrode voltage-clamp,,,17420775
19018,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,borneol,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,Two-electrode voltage-clamp,,,17420775
19019,TRPV3,,Trpv3,,ENSRNOG00000019606,,,,,,,Rat,cannabidiol,,,,,t,Activator,Activation,,Non-selective,f,,,pEC50,,,,EC50,,,,=,Calcium imaging,,,21726418
19020,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,carveol,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,,,,17420775
19021,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,citral,,,,,f,Activator,Activation,,Non-selective,f,,,pKd,,,,Kd,,,,=,Patch clamp electrophysiology,,,18461159
19022,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,dihydrocarveol,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,EC50,,,,=,Two-electrode voltage-clamp,,,17420775
19023,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,farnesyl diphosphate,,,,,f,Activator,Activation,Specifically activates TRPV3 among the tested TRP channels,Selective,f,,,pEC50,,,,EC50,,,,=,Calcium imaging and patch clamp electrophysiology,,,20395302
19024,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,incensole acetate,,,,,f,Activator,Activation,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,Calcium imaging,,,18492727
19025,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,(-)-menthol,,,,,t,Activator,Activation,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,Patch clamp electrophysiology and calcium imaging,,,16829128
19026,TRPV3,,Trpv3,,ENSRNOG00000019606,,,,,,,Rat,tetrahydrocannabivarin,,,,,f,Activator,Activation,,Non-selective,f,,,pEC50,,,,EC50,,,,=,Calcium imaging,,,21726418
19027,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,vanillin,,,,,f,Activator,Activation,,Not Determined,f,f,10000,-,,,,-,,,,=,Two-electrode voltage-clamp,,,16617338
19028,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,cinnamaldehyde,,,,,f,Activator,Agonist,,Not Determined,f,,500-5000,-,,,,-,,,,=,,,,16829128
19029,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,2-APB,,,,,f,Activator,Full agonist,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,Patch clamp electrophysiology,,,15175387
19030,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,camphor,,,,,f,Activator,Full agonist,,Non-selective,f,f,,pEC50,,,,-,,,,=,Patch clamp electrophysiology,,,15746429
19031,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,carvacrol,,,,,f,Activator,Full agonist,,Non-selective,f,f,500,-,,,,-,,,,=,Patch clamp electrophysiology,,,16617338
19032,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,diphenylboronic anhydride,,,,,f,Activator,Full agonist,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,Patch clamp electrophysiology,,,15722340
19033,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,eugenol,,,,,f,Activator,Full agonist,,Non-selective,f,f,,pEC50,,,,-,,,,=,Patch clamp electrophysiology,,,16617338
19034,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,thymol,,,,,f,Activator,Full agonist,,Non-selective,f,f,,pEC50,,,,-,,,,=,Patch clamp electrophysiology,,,16617338
19035,TRPV3,,TRPV3,Q8NET8,ENSG00000167723,,,,,,,Human,compound 74a [PMID: 27077528],,,,,f,Antagonist,Antagonist,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,27077528
19036,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,diphenyltetrahydrofuran,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,Patch clamp electrophysiology,,,15722340
19037,TRPV3,,TRPV3,Q8NET8,ENSG00000167723,,,,,,,Human,aspirin-triggered resolvin D1,,,,,f,Channel blocker,Inhibition,,Selective,f,,,pIC50,,,,IC50,,,,=,Calcium imaging,,,21718307
19038,TRPV3,,TRPV3,Q8NET8,ENSG00000167723,,,,,,,Human,forsythoside B,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Whole-cell patch-clamp recordings of HEK293 cells expressing TRPV3.,,,30377214
19039,TRPV3,,TRPV3,Q8NET8,ENSG00000167723,,,,,,,Human,isopentenyl diphosphate,,,,,f,Channel blocker,Inhibition,,Non-selective,f,,,pIC50,,,,IC50,,,,=,Calcium imaging,,,21353389
19040,TRPV3,,TRPV3,Q8NET8,ENSG00000167723,,,,,,,Human,osthole,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,-,,,,=,,,,30108138
19041,TRPV3,,Trpv3,Q8K424,ENSMUSG00000043029,,,,,,,Mouse,ruthenium red,,,,,f,Channel blocker,Inhibition,,Non-selective,f,f,,pIC50,,,,-,,,,=,Patch clamp electrophysiology,,,12016205
19042,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,4α-PDH,,,,,f,Activator,Activation,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,19361196
19043,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,arachidonic acid,,,,,f,Activator,Activation,,Not Determined,f,f,,pEC50,,,,-,,,,=,,,,12879072
19044,TRPV4,,Trpv4,Q9ERZ8,ENSRNOG00000001195,,,,,,,Rat,GSK1016790A,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,18499744
19045,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,GSK1016790A,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,18499743
19046,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,GSK1016790A,,,,,f,Activator,Activation,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,18499743
19047,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,RN1747,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,19737537
19048,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,RN1747,,,,,f,Activator,Activation,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,19737537
19049,TRPV4,,Trpv4,Q9ERZ8,ENSRNOG00000001195,,,,,,,Rat,RN1747,,,,,f,Activator,Activation,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,19737537
19050,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,4α-PDD,,,,,f,Activator,Agonist,,Selective,f,f,,pEC50,,,,-,,,,=,,,,12970074
19051,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,4α-PDD,,,,,f,Activator,Agonist,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,11827975
19052,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,"5,6-epoxyeicosatrienoic acid",,,,,f,Activator,Agonist,,Not Determined,t,f,,pEC50,,,,-,,,,=,,,,12879072
19053,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,bisandrographolide,,,,,f,Activator,Agonist,,Selective,f,f,,pEC50,,,,EC50,,,,=,,,,16899456
19054,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,citric acid,,,,,f,Activator,Agonist,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,12692122
19055,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,phorbol 12-myristate 13-acetate,,,,,f,Activator,Agonist,,Non-selective,f,f,,pEC50,,,,EC50,,,,=,,,,12970074
19056,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,phorbol 12-myristate 13-acetate,,,,,f,Activator,Agonist,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,11827975
19057,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,RN-9893,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pIC50,,,,-,,,,=,,,,26235950
19058,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,RN-9893,,,,,f,Channel blocker,Antagonist,,Selective,f,f,,pIC50,,,,-,,,,=,,,,26235950
19059,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,ruthenium red,,,,,f,Channel blocker,Antagonist,,Not Determined,f,,1,-,,,,-,,,,=,,,,11827975
19060,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,GSK2193874,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,23136043
19061,TRPV4,,Trpv4,Q9ERZ8,ENSRNOG00000001195,,,,,,,Rat,GSK2193874,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,23136043
19062,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,GSK2193874,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pEC50,,,,-,,,,=,,,,23136043
19063,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,HC067047,,,,,f,Channel blocker,Inhibition,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,20956320
19064,TRPV4,,Trpv4,Q9ERZ8,ENSRNOG00000001195,,,,,,,Rat,HC067047,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,20956320
19065,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,HC067047,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,20956320
19066,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,NSC151066,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
19067,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,NSC212069,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
19068,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,NSC600684,,,,,f,Channel blocker,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
19069,TRPV4,,Trpv4,Q9ERZ8,ENSRNOG00000001195,,,,,,,Rat,RN1734,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,19737537
19070,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,RN1734,,,,,f,Channel blocker,Inhibition,,Selective,f,f,,pIC50,,,,IC50,,,,=,,,,19737537
19071,TRPV4,,Trpv4,Q9EPK8,ENSMUSG00000014158,,,,,,,Mouse,RN1734,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,-,,,,=,,,,19737537
19072,TRPV4,,Trpv4,Q9ERZ8,ENSRNOG00000001195,,,,,,,Rat,ruthenium red,,,,,f,Channel blocker,Inhibition,,Non-selective,f,f,,pIC50,,,,-,,,,=,,,,12151520
19073,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,Gd3+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19074,TRPV4,,TRPV4,Q9HBA0,ENSG00000111199,,,,,,,Human,La3+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19075,TRPV4,,,,,,,,,,,None,Crotamiton,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,-,,,,-,,,,=,"Whole-cell patch-clamp recordings, crotamiton strongly inhibited TRPV (vanilloid) 4 channels followed by large currents after crotamiton washout.",,,28612138
19076,TRPV5,,,,,,,,,,,Rabbit,ruthenium red,,,,,f,Channel blocker,Inhibition,,Not Determined,f,,,pIC50,,,,IC50,,,,=,,,,11588099
19077,TRPV5,,TRPV5,Q9NQA5,ENSG00000127412,,,,,,,Human,econazole,,,,,t,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19078,TRPV5,,TRPV5,Q9NQA5,ENSG00000127412,,,,,,,Human,Mg2+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19079,TRPV5,,TRPV5,Q9NQA5,ENSG00000127412,,,,,,,Human,miconazole,,,,,t,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19080,TRPV5,,TRPV5,Q9NQA5,ENSG00000127412,,,,,,,Human,ruthenium red,,,,,f,Channel blocker,None,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
19081,TRPV6,,TRPV6,Q9H1D0,ENSG00000165125,,,,,,,Human,2-APB,,,,,f,Activator,Potentiation,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19082,TRPV6,,Trpv6,Q91WD2,ENSMUSG00000029868,,,,,,,Mouse,ruthenium red,,,,,f,Channel blocker,Antagonist,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,11744752
19083,TRPV6,,TRPV6,Q9H1D0,ENSG00000165125,,,,,,,Human,Cd2+,,,,,,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19084,TRPV6,,TRPV6,Q9H1D0,ENSG00000165125,,,,,,,Human,La3+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19085,TRPV6,,TRPV6,Q9H1D0,ENSG00000165125,,,,,,,Human,Mg2+,,,,,f,Channel blocker,None,,Non-selective,f,f,,-,,,,-,,,,=,,,,
19086,tryptase alpha/beta 1,,TPSAB1,Q15661,ENSG00000172236,,,,,,,Human,gabexate,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,11172730
19087,tryptase alpha/beta 1,,TPSAB1,Q15661,ENSG00000172236,,,,,,,Human,nafamostat,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,12939527
19088,tryptase alpha/beta 1,,TPSAB1,Q15661,ENSG00000172236,,,,,,,Human,RWJ-56423,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,12930148
19089,tryptase gamma 1,,,,,,,,,,,Unknown,WX-UK1,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,10560742
19090,"tryptophan 2,3-dioxygenase",,TDO2,P48775,ENSG00000151790,,,,,,,Human,LM10,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pKi,,,,Ki,,,,=,,,,22308364|21726069
19091,"tryptophan 2,3-dioxygenase",,TDO2,P48775,ENSG00000151790,,,,,,,Human,LM10,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,"Concentration inhibiting TDO activity by 50% in a cellular assay, at 80μM L-tryptophan.",,,22308364
19092,"tryptophan 2,3-dioxygenase",,Tdo2,P48776,ENSMUSG00000028011,,,,,,,Mouse,LM10,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,"Concentration inhibiting TDO activity by 50% in a cellular assay, at 80μM L-tryptophan.",,,22308364
19093,"tryptophan 2,3-dioxygenase",,TDO2,P48775,ENSG00000151790,,,,,,,Human,navoximod,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,<,,,,26207924
19094,TSH receptor,,TSHR,P16473,ENSG00000165409,,,,,,,Human,compound 8b [PMID: 22408719],,,,,f,Agonist,Agonist,,Not Determined,f,f,,pEC50,,,,EC50,,,,=,,,,22408719
19095,TSH receptor,,TSHR,P16473,ENSG00000165409,,,,,,,Human,TSH,,TSHB|CGA,Human,,t,Agonist,Agonist,,Not Determined,t,t,,-,,,,-,,,,=,,,,
19096,TSH receptor,,TSHR,P16473,ENSG00000165409,,,,,,,Human,[125I]TSH (human),,,,,f,Agonist,Full agonist,,Not Determined,f,f,,-,,,,-,,,,=,,,,
19097,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,AZ3146,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,~,In vitro assay using a His-tagged catalytic domain fragment of MPS1 (amino acids 510–857).,,,20624899
19098,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,compound 20 [PMID: 30998356],,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,In vitro inhibitory activity using the proprietary LanthaScreen Eu kinase binding assay.,,,30998356
19099,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,compound 27f [PMID: 25625617],,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,Biochemical assay,,,25625617
19100,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,compound 34h [PMID: 27055065],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,27055065
19101,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,empesertib,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,<,,,,26832791
19102,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,GNE-7915,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,24354345
19103,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,MPI-0479605,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,21980130
19104,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,MPS1-IN-1,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,20383151
19105,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,NMS-P715,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,21723120
19106,TTK protein kinase,,TTK,P33981,ENSG00000112742,,,,,,,Human,Ro3280,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,Ambit selectivity screen at 1μM Ro3280.,,,22172702
19107,tubulin beta 3 class III,,TUBB3,Q13509,ENSG00000198211,,,,,,,Human,combretastatin A4,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Measuring cytotoxicity in cells expressing TUBB3 using the sulforhodamine B colorimetric assay.,,,23895532
19108,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,cabazitaxel,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,-,,,,-,,,,=,,,,
19109,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,colchicine,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,16504507
19110,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,docetaxel,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,-,,,,-,,,,=,,,,
19111,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,eribulin,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,21324687
19112,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,ixabepilone,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,-,,,,-,,,,=,,,,
19113,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,paclitaxel,,,,,t,Inhibitor,Inhibition,Mitotic cell cycle arrest in A431 cells,Not Determined,f,t,,pEC50,,,,EC50,,,,=,,,,16377187
19114,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,vinblastine,,,,,t,Inhibitor,Inhibition,,Non-selective,f,t,,pIC50,,,,IC50,,,,=,,,,
19115,tubulin beta class I,,TUBB,P07437,ENSG00000196230,,,,,,,Human,vincristine,,,,,t,Inhibitor,Inhibition,,Non-selective,f,t,,-,,,,-,,,,=,,,,
19116,tumor associated calcium signal transducer 2,,TACSTD2,P09758,ENSG00000184292,,,,,,,Human,sacituzumab govitecan,,,,,t,Antibody,Binding,,Not Determined,f,t,,-,,,,-,,,,=,,,,
19117,tumor necrosis factor receptor 1,,TNFRSF1A,P19438,ENSG00000067182,,,,,,,Human,lymphotoxin-α,,LTA,Human,,f,None,None,,Non-selective,t,,,-,,,,-,,,,=,,,,
19118,tumor necrosis factor receptor 1,,TNFRSF1A,P19438,ENSG00000067182,,,,,,,Human,tumour necrosis factor membrane form,,TNF,Human,,f,None,None,,Non-selective,t,,,-,,,,,,,,,,,,
19119,tumor necrosis factor receptor 1,,TNFRSF1A,P19438,ENSG00000067182,,,,,,,Human,tumour necrosis factor shed form,,TNF,Human,,f,None,None,,Non-selective,t,,,-,,,,,,,,,,,,
19120,tumor necrosis factor receptor 2,,TNFRSF1B,P20333,ENSG00000028137,,,,,,,Human,lymphotoxin-α,,LTA,Human,,f,None,None,,Non-selective,t,,,-,,,,-,,,,=,,,,
